,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,WklyStudyHours,NrSiblings,MathScore,ReadingScore,WritingScore,Average
235,male,group A,some high school,standard,completed,single,sometimes,yes,school_bus,5 - 10,2.0,47.0,49.0,49.0,48.333333333333336
236,female,group D,some college,free/reduced,none,married,regularly,yes,school_bus,< 5,4.0,70.0,82.0,83.0,78.33333333333333
237,female,group B,some high school,standard,completed,single,sometimes,yes,private,5 - 10,3.0,60.0,70.0,70.0,66.66666666666667
238,male,group D,master's degree,standard,none,married,sometimes,no,school_bus,5 - 10,3.0,80.0,80.0,72.0,77.33333333333333
239,male,group D,high school,standard,none,married,sometimes,yes,private,5 - 10,0.0,54.0,52.0,52.0,52.666666666666664
240,female,group E,some college,standard,none,single,sometimes,no,school_bus,5 - 10,1.0,62.0,73.0,70.0,68.33333333333333
241,female,group C,associate's degree,free/reduced,none,single,sometimes,no,private,< 5,5.0,62.0,71.0,66.0,66.33333333333333
242,male,group C,associate's degree,standard,completed,married,regularly,yes,school_bus,5 - 10,1.0,80.0,78.0,78.0,78.66666666666667
243,female,group C,some high school,free/reduced,completed,married,sometimes,yes,private,> 10,1.0,65.0,80.0,78.0,74.33333333333333
244,male,group C,some college,standard,completed,married,sometimes,no,school_bus,5 - 10,2.0,79.0,79.0,78.0,78.66666666666667
245,female,group C,some high school,free/reduced,none,married,regularly,no,private,5 - 10,2.0,45.0,50.0,52.0,49.0
246,female,group E,high school,standard,none,single,sometimes,yes,private,5 - 10,1.0,99.0,93.0,90.0,94.0
247,male,group D,high school,standard,none,married,sometimes,no,private,5 - 10,2.0,76.0,73.0,68.0,72.33333333333333
248,male,group D,some high school,free/reduced,none,divorced,sometimes,no,school_bus,< 5,1.0,57.0,41.0,40.0,46.0
249,female,group C,bachelor's degree,standard,none,married,sometimes,no,school_bus,< 5,2.0,61.0,73.0,79.0,71.0
250,female,group D,high school,standard,none,married,regularly,no,school_bus,5 - 10,3.0,71.0,73.0,78.0,74.0
251,female,group D,associate's degree,standard,completed,married,regularly,yes,school_bus,> 10,5.0,93.0,94.0,99.0,95.33333333333333
252,female,group E,some college,free/reduced,none,married,sometimes,no,school_bus,5 - 10,2.0,71.0,76.0,70.0,72.33333333333333
253,male,group C,bachelor's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,69.0,63.0,61.0,64.33333333333333
254,male,group C,some college,standard,none,single,regularly,yes,school_bus,< 5,1.0,57.0,48.0,42.0,49.0
255,female,group D,associate's degree,free/reduced,none,single,regularly,yes,private,5 - 10,2.0,48.0,53.0,59.0,53.333333333333336
256,female,group D,some college,standard,none,married,sometimes,no,private,5 - 10,2.0,65.0,70.0,71.0,68.66666666666667
257,male,group B,some college,standard,completed,widowed,sometimes,yes,school_bus,< 5,1.0,85.0,83.0,74.0,80.66666666666667
258,male,group C,bachelor's degree,standard,none,married,sometimes,no,school_bus,5 - 10,3.0,83.0,78.0,73.0,78.0
259,female,group C,some high school,standard,completed,married,sometimes,yes,private,< 5,3.0,82.0,90.0,91.0,87.66666666666667
260,female,group E,some college,standard,completed,single,sometimes,no,school_bus,< 5,4.0,57.0,62.0,73.0,64.0
261,female,group C,some high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,1.0,65.0,86.0,80.0,77.0
262,male,group B,bachelor's degree,free/reduced,none,widowed,sometimes,no,school_bus,5 - 10,2.0,73.0,56.0,57.0,62.0
263,male,group D,high school,standard,none,divorced,sometimes,no,private,5 - 10,2.5,45.0,48.0,46.0,46.333333333333336
264,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,school_bus,5 - 10,3.0,75.0,80.0,86.0,80.33333333333333
265,female,group D,some college,free/reduced,completed,married,never,yes,school_bus,5 - 10,2.0,67.0,76.0,76.0,73.0
266,female,group C,some high school,standard,none,married,regularly,yes,private,< 5,0.0,36.0,45.0,46.0,42.333333333333336
267,male,group B,associate's degree,standard,completed,married,never,yes,school_bus,5 - 10,3.0,78.0,80.0,79.0,79.0
268,male,group E,associate's degree,standard,completed,married,regularly,yes,private,5 - 10,0.0,99.0,83.0,90.0,90.66666666666667
269,female,group B,some high school,standard,none,married,sometimes,no,school_bus,< 5,1.0,64.0,87.0,80.0,77.0
270,male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,school_bus,< 5,0.0,85.0,73.0,74.0,77.33333333333333
271,male,group C,some high school,standard,completed,married,sometimes,yes,school_bus,> 10,1.0,79.0,77.0,78.0,78.0
272,male,group C,associate's degree,standard,none,married,sometimes,no,school_bus,5 - 10,2.0,76.0,70.0,68.0,71.33333333333333
273,male,group D,some high school,standard,none,married,sometimes,yes,private,< 5,2.0,83.0,71.0,68.0,74.0
274,male,group C,some high school,standard,completed,married,never,yes,private,5 - 10,1.0,61.0,59.0,55.0,58.333333333333336
275,female,group E,bachelor's degree,standard,none,married,sometimes,yes,school_bus,> 10,1.5,66.0,74.0,76.0,72.0
276,male,group D,high school,free/reduced,completed,single,regularly,yes,school_bus,5 - 10,3.0,80.0,78.0,82.0,80.0
277,male,group B,associate's degree,free/reduced,none,married,never,yes,school_bus,> 10,1.0,66.0,61.0,59.0,62.0
278,male,group C,some high school,standard,completed,widowed,regularly,no,school_bus,5 - 10,2.0,47.0,41.0,44.0,44.0
279,male,group C,associate's degree,standard,completed,single,regularly,no,school_bus,5 - 10,1.0,73.0,75.0,69.0,72.33333333333333
280,male,group C,some college,free/reduced,completed,single,regularly,no,private,< 5,2.0,39.0,45.0,50.0,44.666666666666664
281,male,group D,associate's degree,free/reduced,none,married,regularly,no,school_bus,< 5,2.0,89.0,86.0,75.0,83.33333333333333
282,male,group A,some college,free/reduced,completed,married,never,yes,private,< 5,2.0,76.0,75.0,77.0,76.0
283,male,group D,some high school,free/reduced,none,divorced,regularly,no,school_bus,< 5,4.0,55.0,53.0,52.0,53.333333333333336
284,female,group C,associate's degree,standard,completed,single,never,yes,school_bus,> 10,5.0,66.0,83.0,80.0,76.33333333333333
285,male,group B,associate's degree,standard,none,married,regularly,yes,school_bus,5 - 10,1.0,82.0,77.0,65.0,74.66666666666667
286,female,group C,associate's degree,standard,completed,married,regularly,yes,school_bus,5 - 10,2.0,76.0,76.0,85.0,79.0
287,male,group A,some college,standard,none,married,sometimes,yes,private,5 - 10,6.0,69.0,67.0,69.0,68.33333333333333
288,male,group E,some college,standard,completed,divorced,regularly,yes,private,5 - 10,5.0,100.0,88.0,83.0,90.33333333333333
289,male,group C,some high school,standard,none,single,regularly,no,school_bus,5 - 10,2.0,52.0,52.0,45.0,49.666666666666664
290,female,group B,associate's degree,free/reduced,none,married,regularly,no,private,> 10,3.0,56.0,73.0,70.0,66.33333333333333
291,female,group D,high school,free/reduced,none,single,regularly,yes,school_bus,< 5,5.0,48.0,56.0,52.0,52.0
292,female,group B,associate's degree,standard,none,married,sometimes,no,school_bus,5 - 10,2.0,73.0,76.0,80.0,76.33333333333333
293,male,group B,bachelor's degree,standard,none,married,never,yes,school_bus,< 5,3.0,62.0,58.0,54.0,58.0
294,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,private,5 - 10,0.0,67.0,61.0,68.0,65.33333333333333
295,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,private,> 10,2.0,70.0,68.0,70.0,69.33333333333333
296,male,group C,high school,standard,none,married,regularly,no,private,5 - 10,3.0,73.0,66.0,66.0,68.33333333333333
297,female,group D,master's degree,standard,completed,widowed,never,yes,private,5 - 10,3.0,74.0,80.0,88.0,80.66666666666667
298,male,group C,associate's degree,standard,none,single,sometimes,no,school_bus,5 - 10,1.0,83.0,72.0,78.0,77.66666666666667
299,male,group B,bachelor's degree,standard,none,married,sometimes,yes,private,< 5,2.5,61.0,69.0,67.0,65.66666666666667
300,female,group D,associate's degree,free/reduced,none,single,regularly,no,school_bus,< 5,1.0,55.0,64.0,63.0,60.666666666666664
301,female,group C,high school,free/reduced,none,divorced,sometimes,yes,school_bus,< 5,2.0,64.0,77.0,82.0,74.33333333333333
302,female,group E,high school,standard,none,married,never,no,private,> 10,3.0,74.0,85.0,78.0,79.0
303,female,group C,some college,standard,none,married,regularly,yes,private,< 5,2.0,70.0,80.0,80.0,76.66666666666667
304,female,group C,some high school,free/reduced,none,married,sometimes,yes,private,5 - 10,5.0,40.0,52.0,51.0,47.666666666666664
305,female,group C,high school,free/reduced,none,divorced,sometimes,no,school_bus,< 5,1.0,39.0,45.0,42.0,42.0
306,female,group C,some college,standard,none,single,sometimes,yes,school_bus,5 - 10,3.0,82.0,90.0,94.0,88.66666666666667
307,male,group C,some college,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,61.0,61.0,62.0,61.333333333333336
308,male,group A,some college,free/reduced,none,married,regularly,yes,school_bus,> 10,2.0,29.0,27.5,26.5,27.833333333333332
309,male,group C,associate's degree,standard,completed,married,sometimes,yes,school_bus,5 - 10,5.0,82.0,75.0,77.0,78.0
310,female,group B,some high school,standard,none,married,sometimes,yes,school_bus,< 5,2.0,39.0,54.0,49.0,47.333333333333336
311,male,group C,high school,standard,none,single,regularly,yes,school_bus,< 5,2.5,70.0,59.0,61.0,63.333333333333336
312,male,group C,associate's degree,standard,none,married,sometimes,no,private,< 5,3.0,45.0,36.0,34.0,38.333333333333336
313,male,group E,associate's degree,standard,completed,married,never,no,school_bus,> 10,3.0,61.0,55.0,52.0,56.0
314,male,group B,associate's degree,standard,none,single,sometimes,yes,school_bus,5 - 10,1.0,90.0,78.0,81.0,83.0
315,female,group C,bachelor's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,83.0,93.0,95.0,90.33333333333333
316,female,group B,some college,free/reduced,none,married,regularly,yes,school_bus,5 - 10,2.0,62.0,69.0,67.0,66.0
317,male,group D,some high school,standard,completed,married,regularly,no,private,5 - 10,3.5,78.0,71.0,70.0,73.0
318,male,group C,associate's degree,standard,none,single,regularly,yes,school_bus,5 - 10,2.0,50.0,51.0,44.0,48.333333333333336
319,female,group B,some high school,free/reduced,none,single,sometimes,no,school_bus,< 5,3.0,23.0,37.0,26.5,28.666666666666668
320,female,group D,some high school,free/reduced,completed,married,sometimes,yes,school_bus,5 - 10,3.0,35.0,55.0,60.0,50.0
321,male,group C,high school,free/reduced,none,married,regularly,yes,school_bus,> 10,1.0,61.0,62.0,54.0,59.0
322,female,group C,some college,standard,none,married,regularly,yes,school_bus,5 - 10,0.0,62.0,74.0,64.0,66.66666666666667
323,female,group B,some college,standard,completed,single,sometimes,yes,school_bus,< 5,1.0,66.0,74.0,72.0,70.66666666666667
324,male,group D,associate's degree,standard,completed,single,sometimes,yes,private,< 5,3.0,64.0,70.0,65.0,66.33333333333333
325,male,group D,some college,standard,none,married,regularly,yes,school_bus,< 5,2.0,78.0,72.0,67.0,72.33333333333333
326,female,group C,high school,standard,none,married,sometimes,yes,private,5 - 10,4.0,72.0,80.0,75.0,75.66666666666667
327,male,group B,some college,standard,none,married,sometimes,no,school_bus,5 - 10,2.0,62.0,61.0,57.0,60.0
328,female,group C,bachelor's degree,standard,completed,married,regularly,yes,school_bus,< 5,0.0,76.0,93.0,95.0,88.0
329,male,group E,associate's degree,standard,none,divorced,regularly,yes,private,> 10,2.0,92.0,76.0,79.0,82.33333333333333
330,female,group B,bachelor's degree,standard,none,married,sometimes,yes,private,5 - 10,0.0,52.0,65.0,69.0,62.0
331,male,group E,some college,standard,none,married,sometimes,no,school_bus,> 10,4.0,67.0,57.0,53.0,59.0
332,female,group C,some college,standard,completed,married,sometimes,no,school_bus,< 5,1.0,61.0,76.0,78.0,71.66666666666667
333,female,group C,associate's degree,standard,none,married,regularly,no,private,< 5,1.0,45.0,57.0,57.0,53.0
334,female,group C,some college,standard,none,married,never,yes,school_bus,< 5,2.0,55.0,68.0,66.0,63.0
335,female,group B,bachelor's degree,standard,none,single,regularly,no,school_bus,> 10,3.0,64.0,74.0,73.0,70.33333333333333
336,male,group A,some college,standard,none,married,sometimes,no,private,5 - 10,2.0,63.0,61.0,61.0,61.666666666666664
337,female,group C,some college,free/reduced,completed,married,sometimes,yes,private,< 5,1.0,40.0,65.0,67.0,57.333333333333336
338,female,group D,some college,standard,none,divorced,sometimes,no,private,< 5,1.0,77.0,88.0,87.0,84.0
339,female,group B,high school,standard,none,married,never,yes,school_bus,5 - 10,1.0,56.0,61.0,57.0,58.0
340,male,group B,some high school,standard,completed,single,regularly,yes,private,5 - 10,3.0,87.0,85.0,79.0,83.66666666666667
341,female,group C,some college,standard,none,single,regularly,no,private,5 - 10,2.0,53.0,58.0,59.0,56.666666666666664
342,female,group D,some high school,free/reduced,none,single,sometimes,no,school_bus,< 5,3.0,26.0,33.0,31.0,30.0
343,male,group C,some college,standard,none,divorced,regularly,yes,school_bus,5 - 10,1.0,60.0,60.0,59.0,59.666666666666664
344,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,private,> 10,2.0,51.0,59.0,62.0,57.333333333333336
345,male,group C,high school,standard,completed,married,sometimes,yes,school_bus,5 - 10,2.0,69.0,58.0,53.0,60.0
346,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,private,> 10,3.0,64.0,67.0,63.0,64.66666666666667
347,female,group A,some high school,free/reduced,none,single,sometimes,yes,private,5 - 10,2.0,44.0,64.0,58.0,55.333333333333336
348,female,group D,some high school,standard,none,single,regularly,yes,school_bus,5 - 10,5.0,71.0,83.0,84.0,79.33333333333333
349,male,group E,some college,standard,none,married,regularly,yes,private,5 - 10,3.0,86.0,78.0,72.0,78.66666666666667
350,female,group C,some college,free/reduced,completed,single,sometimes,no,school_bus,5 - 10,4.0,45.0,73.0,70.0,62.666666666666664
351,male,group D,some high school,standard,none,single,sometimes,yes,private,> 10,0.0,76.0,75.0,73.0,74.66666666666667
352,female,group D,some college,standard,completed,married,sometimes,yes,private,> 10,1.0,84.0,98.0,97.0,93.0
353,female,group D,bachelor's degree,standard,none,married,sometimes,yes,school_bus,> 10,0.0,60.0,71.0,74.0,68.33333333333333
354,female,group D,some high school,standard,none,single,sometimes,no,school_bus,> 10,2.0,82.0,91.0,83.0,85.33333333333333
355,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,private,5 - 10,2.0,85.0,95.0,100.0,93.33333333333333
356,female,group A,some high school,standard,none,single,sometimes,no,private,> 10,1.0,73.0,84.0,78.0,78.33333333333333
357,male,group A,bachelor's degree,standard,none,married,regularly,yes,private,5 - 10,1.0,67.0,64.0,63.0,64.66666666666667
358,female,group B,associate's degree,standard,none,single,sometimes,yes,school_bus,5 - 10,1.0,80.0,86.0,83.0,83.0
359,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,private,< 5,0.0,84.0,98.0,93.0,91.66666666666667
360,male,group C,master's degree,free/reduced,none,married,sometimes,no,school_bus,5 - 10,2.0,79.0,82.0,73.0,78.0
361,female,group E,some high school,free/reduced,none,divorced,regularly,yes,private,> 10,3.0,40.0,50.0,47.0,45.666666666666664
362,female,group A,some high school,free/reduced,none,divorced,never,no,private,5 - 10,5.0,35.0,41.0,40.0,38.666666666666664
363,female,group E,some college,standard,none,divorced,regularly,yes,private,5 - 10,2.0,69.0,77.0,76.0,74.0
364,female,group E,bachelor's degree,standard,none,single,sometimes,yes,school_bus,< 5,0.0,62.0,71.0,68.0,67.0
365,female,group C,some college,free/reduced,none,widowed,regularly,yes,school_bus,5 - 10,4.0,58.0,79.0,68.0,68.33333333333333
366,female,group D,high school,standard,none,single,sometimes,yes,private,5 - 10,3.0,62.0,64.0,64.0,63.333333333333336
367,male,group D,master's degree,standard,none,married,sometimes,no,school_bus,< 5,1.0,71.0,70.0,75.0,72.0
368,male,group E,some high school,free/reduced,completed,single,regularly,yes,private,5 - 10,0.0,75.0,68.0,60.0,67.66666666666667
369,female,group D,some college,standard,none,single,sometimes,no,private,< 5,3.0,74.0,66.0,75.0,71.66666666666667
370,male,group E,some college,standard,none,married,sometimes,yes,school_bus,> 10,3.0,78.0,68.0,68.0,71.33333333333333
371,male,group C,associate's degree,standard,completed,divorced,regularly,yes,private,> 10,4.0,60.0,55.0,58.0,57.666666666666664
